1;Grodzisko/ 3 MAJA, Dπbrowskiego;14;"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzyd≥o Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia";474
2151;KIETURAKISA prof. Zdzis≥awa;1;dwÛr  UphagenÛw;560
2152;KIETURAKISA prof. Zdzis≥awa;8;dom;
2153;KIETURAKISA prof. Zdzis≥awa;10;dom;
2154;KILI—SKIEGO Jana;1-5;d. browar - warzelnia (1);1735
2155;KILI—SKIEGO Jana;1-5;d. browar - szalet (2);1735
2156;KILI—SKIEGO Jana;1-5;d. browar - stajnia (3);1735
2157;KILI—SKIEGO Jana;1-5;d. browar - maszynownia (4);1735
2158;KILI—SKIEGO Jana;1-5;d. browar - nowa suszarnia s≥odu(5);1735
2159;KILI—SKIEGO Jana;1-5;d. browar - bednarnia (6);1735
2160;KILI—SKIEGO Jana;1-5;d. browar - hala piwa butelkowanego(7);1735
2161;KILI—SKIEGO Jana;1-5;d. browar - klepiskowe piwnice s≥odowe I (8a);1735
2162;KILI—SKIEGO Jana;1-5;d. browar - klepiskowe piwnice s≥odowe Ii (8b);1735
2163;KILI—SKIEGO Jana;1-5;d. browar -suszarnia wys≥odzin (9);1735
2164;KILI—SKIEGO Jana;1-5;d. browar - transformatorownia (10);1735
2165;KILI—SKIEGO Jana;1-5;d. browar - willa dyrektora (11);1735
2166;KILI—SKIEGO Jana;1-5;d. browar - budynek dyrekcji (12);1735
2167;KILI—SKIEGO Jana;1-5;d. browar - piwnice fermentacji (13)-obiekt podziemny;1735
2168;KILI—SKIEGO Jana;1-5;d. browar, piwnice leøakowni (14)-obiekt podziemny;1735
2169;KILI—SKIEGO Jana;8;dom w zabudowie blokowej;
2170;KILI—SKIEGO Jana;10;dom w zabudowie blokowej;
2171;KILI—SKIEGO Jana;12;dom w zabudowie blokowej;
2172;KILI—SKIEGO Jana;14;dom w zabudowie blokowej;
2173;KILI—SKIEGO Jana;16;dom w zabudowie blokowej;
2174;KILI—SKIEGO Jana;18;dom w zabudowie blokowej;
2175;KILI—SKIEGO Jana;20;dom w zabudowie blokowej;
2176;KILI—SKIEGO Jana;22;dom w zabudowie blokowej;
2177;KILI—SKIEGO Jana;23-33;dom w zabudowie blokowej;
2178;KILI—SKIEGO Jana;24;dom w zabudowie blokowej;
2179;KILI—SKIEGO Jana;26;dom w zabudowie blokowej;
2180;KILI—SKIEGO Jana;28;dom w zabudowie blokowej;
2181;KILI—SKIEGO Jana;30;dom w zabudowie blokowej;
2182;KILI—SKIEGO Jana;32;dom w zabudowie blokowej;
2183;KILI—SKIEGO Jana;34;dom w zabudowie blokowej;
2184;KILI—SKIEGO Jana;35/37/39/41;dom w zabudowie blokowej;
2185;KILI—SKIEGO Jana;36;dom w zabudowie blokowej;
2186;KILI—SKIEGO Jana;38;dom w zabudowie blokowej;
2187;KILI—SKIEGO Jana;40;dom w zabudowie blokowej;
2188;KILI—SKIEGO Jana;42;dom w zabudowie blokowej;
2189;KILI—SKIEGO Jana;43/45/47;dom w zabudowie blokowej;
2190;KILI—SKIEGO Jana;44;dom w zabudowie blokowej;
2191;KILI—SKIEGO Jana;46;dom w zabudowie blokowej;
2192;KILI—SKIEGO Jana;48;dom w zabudowie blokowej;
2193;KILI—SKIEGO Jana;50;dom w zabudowie blokowej;
2194;KILI—SKIEGO Jana;52;dom w zabudowie blokowej;
2195;KISIELEWSKIEGO Stefana;3;willa;
2196;KISIELEWSKIEGO Stefana;5;willa;
2197;KISIELEWSKIEGO Stefana;6;willa;1498
2198;KISIELEWSKIEGO Stefana;7;willa;
2199;KISIELEWSKIEGO Stefana;8;willa;
2200;KISIELEWSKIEGO Stefana;10;willa;
2201;KLIMATYCZNA;4;dom;
2202;KLIMATYCZNA;10;dom;
2203;KLINICZNA;1;zespÛ≥ szpitala;
2204;KLINICZNA;1;zespÛ≥ szpitala;
2205;KLINICZNA;1;zespÛ≥ szpitala;
2206;KLINICZNA;1k.;zespÛ≥ szpitala;
2207;KLINICZNA;1B;zespÛ≥ szpitala;
2208;KLINICZNA;2/2 A;przepompownia;
2209;KLINICZNA;13;dwÛr M≥yniska;770
2210;KLONOWICZA Sebastiana;2A,B;dom;
2211;KLONOWICZA Sebastiana;2 C,D,E,F;dom;
2212;KLONOWICZA Sebastiana;3/5/7;dom;
2213;KLONOWICZA Sebastiana;04/6/8;dom;
2214;KLONOWICZA Sebastiana;9/11;dom;
2215;KLONOWICZA Sebastiana;13/15/17;dom;
2216;KLONOWICZA Sebastiana;18;dom;
2217;KLONOWICZA Sebastiana;19/21;dom;
2218;KLONOWICZA Sebastiana;20;dom;
2219;KLONOWICZA Sebastiana;22-26;dom;
2220;KLONOWICZA Sebastiana;23;dom;
2221;KLONOWICZA Sebastiana;25;dom;
2222;KLONOWICZA Sebastiana;27;dom;
2223;KLONOWICZA Sebastiana;28/31/32;dom;
2224;KLONOWICZA Sebastiana;29;dom;
2225;KLONOWICZA Sebastiana;34/36/38;dom;
2226;KLONOWICZA Sebastiana;37/39;dom;
2227;KLONOWICZA Sebastiana;41/43;szpital;
2228;KLONOWICZA Sebastiana;45/47;sklep, d. strÛøÛwka;
2229;KLONOWICZA Sebastiana;53/55;dom;
2230;KLONOWICZA Sebastiana;57/59;dom, budynek gosp.;
2231;KLONOWICZA Sebastiana;58/60;dom;
2232;KLONOWICZA Sebastiana;62/64;dom;
2233;KLONOWICZA Sebastiana;66/68;dom;
2234;KLONOWICZA Sebastiana;71;dom;
2235;KLONOWICZA Sebastiana;72;dom;
2236;KLONOWICZA Sebastiana;75;dom;
2237;KLONOWICZA Sebastiana;76;dom;
2238;KLONOWICZA Sebastiana;78;dom;
2239;KLONOWICZA Sebastiana;102;dom;
2240;K£ADKI;7;kamienica;
2241;K£ADKI;24/25;d. Victoriaschule, ob.. Uniwersytet GdaÒski;
2242;K£OPOT;1A;dom;
2243;K£OPOT;11;dom;
2244;K£OSOWA;1;dom;
2245;KOCHANOWSKIEGO Jana;1/1A;dom;
2246;KOCHANOWSKIEGO Jana;3;dom;
2247;KOCHANOWSKIEGO Jana;3A;dom;
2248;KOCHANOWSKIEGO Jana;5;dom;
2249;KOCHANOWSKIEGO Jana;7;dom;
2250;KOCHANOWSKIEGO Jana;8-18;dom;
2251;KOCHANOWSKIEGO Jana;9;dom;
2252;KOCHANOWSKIEGO Jana;11-13;zespÛ≥ domÛw;
2253;KOCHANOWSKIEGO Jana;15-17;zespÛ≥ domÛw;
2254;KOCHANOWSKIEGO Jana;19;dom;
2255;KOCHANOWSKIEGO Jana;20A,B,C,D;zespÛ≥ domÛw;
2256;KOCHANOWSKIEGO Jana;21;dom;
2257;KOCHANOWSKIEGO Jana;23;dom;
2258;KOCHANOWSKIEGO Jana;25;dom;
2259;KOCHANOWSKIEGO Jana;27;dom;
2260;KOCHANOWSKIEGO Jana;29;dom;
2261;KOCHANOWSKIEGO Jana;31;dom;
2262;KOCHANOWSKIEGO Jana;33;dom;
2263;KOCHANOWSKIEGO Jana;35;dom;
2264;KOCHANOWSKIEGO Jana;37;dom;
2265;KOCHANOWSKIEGO Jana;39A;dom;
2266;KOCHANOWSKIEGO Jana;41;dom;
2267;KOCHANOWSKIEGO Jana;45/47;dom;
2268;KOCHANOWSKIEGO Jana;49/51/53/55/57;zespÛ≥ domÛw;
2269;KOCHANOWSKIEGO Jana;53A,B;dom;
2270;KOCHANOWSKIEGO Jana;59/59A;dom;
2271;KOCHANOWSKIEGO Jana;61;dom;
2272;KOCHANOWSKIEGO Jana;62;dom;
2273;KOCHANOWSKIEGO Jana;63;dom;
2274;KOCHANOWSKIEGO Jana;64;dom;
2275;KOCHANOWSKIEGO Jana;65;dom;
2276;KOCHANOWSKIEGO Jana;66;dom;
2277;KOCHANOWSKIEGO Jana;67/69/71;zespÛ≥ domÛw;
2278;KOCHANOWSKIEGO Jana;68/70;dom;
2279;KOCHANOWSKIEGO Jana;69 k.;dom;
2280;KOCHANOWSKIEGO Jana;69 k.;dom;
2281;KOCHANOWSKIEGO Jana;72;dom;
2282;KOCHANOWSKIEGO Jana;73;dom;
2283;KOCHANOWSKIEGO Jana;74;dom;
2284;KOCHANOWSKIEGO Jana;75;dom;
2285;KOCHANOWSKIEGO Jana;76;dom;
2286;KOCHANOWSKIEGO Jana;79A;dom;
2287;KOCHANOWSKIEGO Jana;81/83/85;zespÛ≥ domÛw;
2288;KOCHANOWSKIEGO Jana;82/84/86;zespÛ≥ domÛw;
2289;KOCHANOWSKIEGO Jana;87;dom;
2290;KOCHANOWSKIEGO Jana;88;dom;
2291;KOCHANOWSKIEGO Jana;89;dom;
2292;KOCHANOWSKIEGO Jana;91;dom;
2293;KOCHANOWSKIEGO Jana;93;dom;
2294;KOCHANOWSKIEGO Jana;94;dom;
2295;KOCHANOWSKIEGO Jana;95;dom;
2296;KOCHANOWSKIEGO Jana;96;dom;
2297;KOCHANOWSKIEGO Jana;97;dom;
2298;KOCHANOWSKIEGO Jana;98;dom;
2299;KOCHANOWSKIEGO Jana;99;dom;
2300;KOCHANOWSKIEGO Jana;100/102/104;zespÛ≥ domÛw;
2301;KOCHANOWSKIEGO Jana;101;dom;
2302;KOCHANOWSKIEGO Jana;103;dom;
2303;KOCHANOWSKIEGO Jana;105;dom;
2304;KOCHANOWSKIEGO Jana;106;dom;
2305;KOCHANOWSKIEGO Jana;107/109/111;zespÛ≥ domÛw;
2306;KOCHANOWSKIEGO Jana;108;dom;
2307;KOCHANOWSKIEGO Jana;110;dom;
2308;KOCHANOWSKIEGO Jana;112;dom;
2309;KOCHANOWSKIEGO Jana;113;dom;
2310;KOCHANOWSKIEGO Jana;130;dom;
2311;KOCHANOWSKIEGO Jana;130;dom;
2312;KOCHANOWSKIEGO Jana;130;dom;
2313;KOLEJARZY;2;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2314;KOLEJARZY;3;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2315;KOLEJARZY;4;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2316;KOLEJARZY;5;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2317;KOLEJARZY;6;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2318;KOLEJARZY;7;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2319;KOLEJARZY;8;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2320;KOLEJARZY;9;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2321;KOLEJARZY;10;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2322;KOLEJARZY;11;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2323;KOLEJARZY;12;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2324;KOLEJARZY;13;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2325;KOLEJARZY;14;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2326;KOLEJARZY;15;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2327;KOLEJARZY;16;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2328;KOLEJARZY;17;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2329;KOLEJARZY;18;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2330;KOLEJARZY;19;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
2331;KOLEJOWA;3;budynek mieszkalny;
2332;KOLEJOWA;4;budynek mieszkalny;
2333;KOLEJOWA;5;budynek mieszkalny;
2334;KOLEJOWA;6;budynek mieszkalny;
2335;KOLEJOWA;6A;budynek mieszkalny;
2336;KOLEJOWA;7;budynek mieszkalny;
2337;KOLEJOWA;8;budynek z zegarem przy SKM GdaÒsk-Stocznia;
2338;KOLONIA ANIELINKI;;Szaniec Jezuicki m. ulicami Zamiejska, Cienistπ, Szkockπ;477
2339;KOLONIA ANIELINKI;1;dom;
2340;KOLONIA ANIELINKI;28;dom;
2341;KOLONIA ANIELINKI;34;dom;
2342;KOLONIA MYSIA;9;dom;
2343;KOLONIA MYSIA;14;dom;
2344;KOLONIA MYSIA;17;dom;
2345;KOLONIA MYSIA;21;dom;
2346;KOLONIA MYSIA;34;dom;
2347;KOLONIA MYSIA;39;dom;
2348;KOLONIA MYSIA;43;dom;
2349;KOLONIA MYSIA;50;dom;
2350;KOLONIA MYSIA;53;dom;
2351;KOLONIA MYSIA;21;dom;
2352;KOLONIA MYSIA;37;dom;
2353;KOLONIA MYSIA;38;dom;
2354;KOLONIA ORKA;30;dom;
2355;KOLONIA ORKA;33;dom;
2356;KOLONIA ORKA;35;dom;
2357;KOLONIA ROLA;10;dom;
2358;KOLONIA ROLA;13;dom;
2359;KOLONIA ROLA;14;dom;
2360;KOLONIA ROLA;18;dom;
2361;KOLONIA ROLA;20;dom;
2362;KOLONIA ROLA;23;dom;
2363;KOLONIA ROLA;24;dom;
2364;KOLONIA ROLA;27;dom;
2365;KOLONIA ZARANIE;10;dom;
2366;KOLONIA ZARANIE;24;dom;
2367;KOLONIA ZARANIE;44;dom;
2368;KO££•TAJA Hugo;2;dom;
2369;KO£ODZIEJSKA ;2;kamienica;
2370;KO£ODZIEJSKA;4 ;budynek teatru;
2371;KO£ODZIEJSKA ;7/9;kamienica;
2372;KONARSKIEGO Stanis≥awa;2;dom;
2373;KONOPNICKIEJ Marii;3A;dom;
2374;KONOPNICKIEJ Marii;3B;drugi budynek ;
2375;KONOPNICKIEJ Marii;5;willa;1020
2376;KONOPNICKIEJ Marii;7;willa;1718
2377;KONOPNICKIEJ Marii;8;willa z ogrodzeniem;1704
2378;KONOPNICKIEJ Marii;9;kamienica;
2379;KONOPNICKIEJ Marii;18;kamienica;
2380;KONOPNICKIEJ Marii;11;kamienica;
2381;KONOPNICKIEJ Marii;12;kamienica;
2382;KONOPNICKIEJ Marii;14;kamienica;
2383;KONOPNICKIEJ Marii;15;kamienica;
2384;KOPALNIANA;2;dom;
2385;KOPALNIANA;4;dom;
2386;KOPALNIANA;5;dom;
2387;KOPALNIANA;6;dom;
2388;KOPALNIANA;7;dom;
2389;KOPALNIANA;8;dom;
2390;KOPALNIANA;9;dom;
2391;KOPALNIANA;11;dom;
2392;KOPALNIANA;12;dom;
2393;KOPALNIANA;13;dom;
2394;KOPALNIANA;15;dom;
2395;KOPALNIANA;16;dom;
2396;KOPALNIANA;17;dom;
2397;KOPALNIANA;18;dom i budynek w g≥Íbi dzia≥ki;
2398;KOPALNIANA;19;dom;
2399;KOPALNIANA;20;dom;
2400;KOPALNIANA;21;dom;
2401;KOPALNIANA;22;dom;
2402;KOPALNIANA;23;dom;
2403;KOPALNIANA;24;dom;
2404;KOPALNIANA;25;dom;
2405;KOPALNIANA;26;dom;
2406;KOPERNIKA Miko≥aja;1;dom;
2407;KOPERNIKA Miko≥aja;1 k.;dom;
2408;KOPERNIKA Miko≥aja;2;dom;
2409;KOPERNIKA Miko≥aja;4;dom;
2410;KOPERNIKA Miko≥aja;8;dom;
2411;KOPERNIKA Miko≥aja;9;dom;
2412;KOPERNIKA Miko≥aja;17;dom;
2413;KORZENIOWSKIEGO Konrada;1;budynek mieszkalny;
2414;KORZENIOWSKIEGO Konrada;11;budynek mieszkalny;
2415;KORZENNA;33/35;Ratusz Staromiejski;412
2416;KOSSAKA Juliusza;1;willa;
2417;KOSSAKA Juliusza;2;willa;
2418;KOSSAKA Juliusza;3;dom;
2419;KOSSAKA Juliusza;6;dom;
2420;KOSSAKA Juliusza;7;dom;
2421;KOSSAKA Juliusza;8;dom;
2422;KOåCIERSKA;10;ZespÛ≥. M≥yna Prochowego, budynek mieszkalny;
2423;KOåCIERSKA;12;ZespÛ≥ M≥yna Prochowego, m≥yn;
2424;KOåCIERSKA;2;dom;
2425;KOåCIERSKA;8;dom;
2426;KOåCIUSZKI Tadeusza;2 A;dom;
2427;KOåCIUSZKI Tadeusza;4 A k.;wiadukt nad torami kolejowymi;
2428;KOåCIUSZKI Tadeusza;9;dom w zespole osiedla;
2429;KOåCIUSZKI Tadeusza;9 A;dom w zespole osiedla;
2430;KOåCIUSZKI Tadeusza;9 B;dom w zespole osiedla;
2431;KOåCIUSZKI Tadeusza;9 C;dom w zespole osiedla;
2432;KOåCIUSZKI Tadeusza;9 D;budynek mieszkalny;
2433;KOåCIUSZKI Tadeusza;9 E;dom w zespole osiedla;
2434;KOåCIUSZKI Tadeusza;10;dom w zespole osiedla;
2435;KOåCIUSZKI Tadeusza;10 A;dom w zespole osiedla;
2436;KOåCIUSZKI Tadeusza;11/13/15/17/19/21/23/25/27;dom w zespole osiedla;
2437;KOåCIUSZKI Tadeusza;12/14/16/18/20/22;dom w zespole osiedla;
2438;KOåCIUSZKI Tadeusza;24;dom w zespole osiedla;
2439;KOåCIUSZKI Tadeusza;26/28/30/32/34/36/38;dom w zespole osiedla;
2440;KOåCIUSZKI Tadeusza;29/31/33/35/37/39/41/ 43/45/47;dom w zespole osiedla;
2441;KOåCIUSZKI Tadeusza;40-78;dom w zespole osiedla;
2442;KOåCIUSZKI Tadeusza;61;wiadukt nad torami kolejowymi;
2443;KOåCIUSZKI Tadeusza;63;dom w zespole osiedla;
2444;KOåCIUSZKI Tadeusza;65;dom w zespole osiedla;
2445;KOåCIUSZKI Tadeusza;67;dom w zespole osiedla;
2446;KOåCIUSZKI Tadeusza;69;dom w zespole osiedla;
2447;KOåCIUSZKI Tadeusza;71;dom w zespole osiedla;
2448;KOåCIUSZKI Tadeusza;73-85;dom w zespole osiedla;
2449;KOåCIUSZKI Tadeusza;80/82/84;dom w zespole osiedla;
2450;KOåCIUSZKI Tadeusza;86/88/90/92/94;dom w zespole osiedla;
2451;KOåCIUSZKI Tadeusza;87-95;dom w zespole osiedla;
2452;KOåCIUSZKI Tadeusza;96/98/100/102/104;dom w zespole osiedla;
2453;KOåCIUSZKI Tadeusza;97/99/101/103/103A;dom w zespole osiedla;
2454;KOåCIUSZKI Tadeusza;106/108/110/112/112A ;dom w zespole osiedla;
2455;KOTWICZNIK”W;10 A;kamienica;
2456;KOTWICZNIK”W;20;Baszta KotwicznikÛw;467
2457;KOTWICZNIK”W;21 (21/25);kamienica;
2458;KOTWICZNIK”W;22 (21/25);kamienica;
2459;KOTWICZNIK”W;23 (21/25);kamienica;
2460;KOTWICZNIK”W;24 (21/25B);kamienica;
2461;KOTWICZNIK”W;25 (21/25B);kamienica;
2462;KOZIA; (1/2);" oficyny åw. Ducha 120 i 121, ob. kamienica 1 od prawej strony; ";
2463;KOZIA; (1/2);"d. åw. Ducha 120, 121 - czÍúÊ tylna, ob. kamienica 2 od prawej strony;";
2464;KOZIA; (6/8);"d. nr 2, ob. kamienica 1 od prawej strony;";
2465;KOZIA; (6/8);"d. nr 3, ob. kamienica 3 od prawej strony; ";
2466;KOZIA; (6/8);"d. nr 2 i 3, ob. kamienica 2 od prawej strony; ";
2467;KRAMARSKA;2 (1/2);kamienica;
2468;KRAMARSKA;1 (1/2rÛg);kamienica;
2469;KRAMARSKA;3 (3/7);kamienica;
2470;KRAMARSKA;4 (3/7);kamienica;
2471;KRAMARSKA;5 (3/7);kamienica;
2472;KRAMARSKA;6 (3/7);kamienica;
2473;KRAMARSKA;7 (3/7);kamienica;
2474;KRAMARSKA;10 (rÛg Chlebnicka);kamienica (siedziba Polskiego Towarzystwa Ekonomicznego);
2475;KRA—COWA;2;dom;
2476;KRA—COWA;4;dom;
2477;KRA—COWA;6;dom;
2478;KRASICKIEGO Ignacego;4;budynek mieszkalny;
2479;KRASICKIEGO Ignacego;6;"willa tzw ""Villa Schmidt"" - wraz z dzia≥kπ i znajdujacym siÍ na niej starodrzewem";1746
2480;KRASICKIEGO Ignacego;7;budynek mieszkalny;
2481;KRASICKIEGO Ignacego;7A;budynek mieszkalny;
2482;KRASZEWSKIEGO JÛzefa ;1;dom w zabudowie szeregowej;
2483;KRASZEWSKIEGO JÛzefa ;2;dom w zabudowie szeregowej;
2484;KRASZEWSKIEGO JÛzefa ;3;dom w zabudowie szeregowej;
2485;KRASZEWSKIEGO JÛzefa ;4;dom w zabudowie szeregowej;
2486;KRASZEWSKIEGO JÛzefa ;5;dom w zabudowie szeregowej;
2487;KRASZEWSKIEGO JÛzefa ;6;dom w zabudowie szeregowej;
2488;KRASZEWSKIEGO JÛzefa ;7;dom w zabudowie szeregowej;
2489;KRASZEWSKIEGO JÛzefa ;8;dom w zabudowie szeregowej;
2490;KRASZEWSKIEGO JÛzefa ;9;dom w zabudowie szeregowej;
2491;KRASZEWSKIEGO JÛzefa ;10;dom w zabudowie szeregowej;
2492;KRASZEWSKIEGO JÛzefa ;11;dom w zabudowie szeregowej;
2493;KRASZEWSKIEGO JÛzefa ;12;dom w zabudowie szeregowej;
2494;KRASZEWSKIEGO JÛzefa ;13;dom w zabudowie szeregowej;
2495;KRASZEWSKIEGO JÛzefa ;14;dom w zabudowie szeregowej;
2496;KRASZEWSKIEGO JÛzefa ;15;dom w zabudowie szeregowej;
2497;KRASZEWSKIEGO JÛzefa ;16;dom w zabudowie szeregowej;
2498;KRASZEWSKIEGO JÛzefa ;17;dom w zabudowie szeregowej;
2499;KRASZEWSKIEGO JÛzefa ;18;dom w zabudowie szeregowej;
2500;KRASZEWSKIEGO JÛzefa ;19;dom w zabudowie szeregowej;
2501;KRASZEWSKIEGO JÛzefa ;20;dom w zabudowie szeregowej;
2502;KRASZEWSKIEGO JÛzefa ;21;dom w zabudowie szeregowej;
2503;KRASZEWSKIEGO JÛzefa ;22;dom w zabudowie szeregowej;
2504;KRASZEWSKIEGO JÛzefa ;23;dom w zabudowie szeregowej;
2505;KRASZEWSKIEGO JÛzefa ;24;dom w zabudowie szeregowej;
2506;KRASZEWSKIEGO JÛzefa ;25;dom w zabudowie szeregowej;
2507;KRASZEWSKIEGO JÛzefa ;26;dom w zabudowie szeregowej;
2508;KRASZEWSKIEGO JÛzefa ;27;dom w zabudowie szeregowej;
2509;KR CKIEGO Franciszka;1;dom;
2510;KR CKIEGO Franciszka;2;dom;
2511;KR CKIEGO Franciszka;3;dom;
2512;KR CKIEGO Franciszka;4;dom;
2513;KR CKIEGO Franciszka;5;dom;
2514;KR CKIEGO Franciszka;6;dom;
2515;KR TA;2;dom;
2516;KR TA;7;dom;
2517;KR TA;8/9;dom;
2518;KR TA;10-11;dom;
2519;KR TA;12-13;dom;
2520;KR TA;37/38;dom;
2521;KR TA;43;dom;
2522;KR TA;44;dom;
2523;KR TA;45;dom;
2524;KR TA;48;dom;
2525;KR TA;49;dom;
2526;KR TA;50/51;dom;
2527;KROSNA;5/6;dom;
2528;KROSNA;9/10;dom;
2529;KROWODERSKA;11 A;dom;
2530;KR”LIKARNIA;4;dom;
2531;KR”LIKARNIA;5;dom;
2532;KR”LIKARNIA;6/7;dom;
2533;KR”LIKARNIA;14;dom;
2534;KR”LIKARNIA;18;dom;
2535;KR”LIKARNIA;19;dom;
2536;KR”LIKARNIA;20;dom;
2537;KR”LIKARNIA;21;dom;
2538;KR”LIKARNIA;22;dom;
2539;KRYNICZNA;1;dom;
2540;KRYNICZNA;2;dom;
2541;KRYNICZNA;3;dom;
2542;KRYNICZNA;4;dom;
2543;KRYNICZNA;5;dom;
2544;KRYNICZNA;6;dom;
2545;KRYNICZNA;7;dom;
2546;KRYNICZNA;8;dom;
2547;KRZEMIENIECKIEJ Lucyny;1/2;dom;
2548;KRZEMIENIECKIEJ Lucyny;3/4/5;dom;
2549;KRZEMIENIECKIEJ Lucyny;6/7/8;dom;
2550;KRZEMIENIECKIEJ Lucyny;9-11;dom;
2551;KRZEMIENIECKIEJ Lucyny;12/13/14;dom;
2552;KRZEMIENIECKIEJ Lucyny;15/16;dom;
2553;KRZEMIENIECKIEJ Lucyny;17/18/19;dom;
2554;KRZEMIENIECKIEJ Lucyny;20/21/22;dom;
2555;KRZYWA;1/2;dom;
2556;KRZYWA;3/4;dom;
2557;KRZYWA;5/6;dom;
2558;KRZYWA;7/8;dom;
2559;KRZYWA;9/10;dom;
2560;KRZYWA;11/12;dom;
2561;KRZYWA;13/14;dom;
2562;KRZYWA;15/16;dom;
2563;KRZYWA;17;dom;
2564;KRZYWA;19/20;dom;
2565;KRZYWA;21/22;dom;
2566;KRZYWA;23/24;dom;
2567;KRZYWA;25/26;dom;
2568;KRZYWA;27/28;dom;
2569;KRZYWA;29/30;dom;
2570;KRZYWA;31/32;dom;
2571;KRZYWA;33/34;dom;
2572;KRZYWA;35/36;dom;
2573;KRZYWA;37/38;dom;
2574;KRZYWA;39/40;dom;
2575;KRZYWA;41/42;dom;
2576;KRZYWOUSTEGO Boles≥awa;6;dom;
2577;KRZYWOUSTEGO Boles≥awa;7;dom;
2578;KRZYWOUSTEGO Boles≥awa;8;dom;
2579;KRZYWOUSTEGO Boles≥awa;9;dom;
2580;KRZYWOUSTEGO Boles≥awa;15;dom;
2581;KRZYWOUSTEGO Boles≥awa;30/31;dom;
2582;KRZYWOUSTEGO Boles≥awa;44;dom;
2583;KRZYWOUSTEGO Boles≥awa;45;dom;
2584;KRZYWOUSTEGO Boles≥awa;46;dom;
2585;KRZYWOUSTEGO Boles≥awa;46;dom;
2586;KRZYWOUSTEGO Boles≥awa;48;dom;
2587;KRZYWOUSTEGO Boles≥awa;32;dom;
2588;KRZYWOUSTEGO Boles≥awa;33;dom;
2589;KRZYWOUSTEGO Boles≥awa;36;dom;
2590;KRZYWOUSTEGO Boles≥awa;38;dom;
2591;KRZYWOUSTEGO Boles≥awa;39;dom;
2592;KUBACZA Franciszka;11;dom;
2593;KUBACZA Franciszka;12;dom;
2594;KUBACZA Franciszka;13/15;dom;
2595;KUBACZA Franciszka;16/16A;dom;
2596;KUBACZA Franciszka;17/19/21;dom;
2597;KUBACZA Franciszka;22;dom;
2598;KUBACZA Franciszka;24;dom;
2599;KUBACZA Franciszka;25;dom;
2600;KUBACZA Franciszka;26/28;dom;
2601;KUBACZA Franciszka;27;dom;
2602;KUBACZA Franciszka;29/31;dom;
2603;KUBACZA Franciszka;30/32;dom;
2604;KUNICKIEGO Stanis≥awa;4;dom;
2605;KUNICKIEGO Stanis≥awa;6;dom;
2606;KUNICKIEGO Stanis≥awa;8;dom;
2607;KUNICKIEGO Stanis≥awa;9;dom;
2608;KUNICKIEGO Stanis≥awa;10;dom;
2609;KUNICKIEGO Stanis≥awa;11;dom;
2610;KUNICKIEGO Stanis≥awa;13;dom;
2611;KUNICKIEGO Stanis≥awa;15;dom;
2612;KUNICKIEGO Stanis≥awa;16;dom;
2613;KUNICKIEGO Stanis≥awa;17;dom;
2614;KUNICKIEGO Stanis≥awa;18;dom;
2615;KUNICKIEGO Stanis≥awa;19;dom;
2616;KUNICKIEGO Stanis≥awa;20;dom;
2617;KUNICKIEGO Stanis≥awa;21;dom;
2618;KUNICKIEGO Stanis≥awa;22;dom;
2619;KUNICKIEGO Stanis≥awa;23;dom;
2620;KUNICKIEGO Stanis≥awa;25;dom;
2621;KUNICKIEGO Stanis≥awa;28;dom;
2622;KUNICKIEGO Stanis≥awa;30;dom;
2623;KUNICKIEGO Stanis≥awa;32;dom;
2624;KUNICKIEGO Stanis≥awa;33;dom;
2625;KUNICKIEGO Stanis≥awa;35;dom;
2626;KUNICKIEGO Stanis≥awa;36;dom;
2627;KUNICKIEGO Stanis≥awa;42;dom;
2628;KUNICKIEGO Stanis≥awa;44;dom;
2629;KUNICKIEGO Stanis≥awa;49;dom;
2630;KUNICKIEGO Stanis≥awa;54;dom;
2631;KUNICKIEGO Stanis≥awa;56;dom;
2632;KUNICKIEGO Stanis≥awa;57;dom;
2633;KUNICKIEGO Stanis≥awa;58;dom;
2634;KUNICKIEGO Stanis≥awa;60;dom;
2635;KUNICKIEGO Stanis≥awa;62;dom;
